review,sentiment
watched film twice think quite good limited equipment used create film filmed dr heyerdahl explains theory migration south american precolubian indian polynesia island way raft fell large balsa tree documentary follows dr heyerdahl crew select balsa tree equidor float river pacific assembly peru launch day sea adventure testing strength primitive raft surviving mean available native era see real adventure,1
stan laurel became smaller half alltime greatest comedy team laboured contract broncho billy anderson series cheapies many parody major hollywood feature laurel parody film mildly funny even less funny modern audience havent seen original movie laurel parodying fortunately mud sand lampoon movie still well known blood sand starring rudolph valentino blood sand released nine week parody giving idea quickly broncho billy movie ground edited distributedbr br various source including imdb state stan laurel character film named rhubarb vaselino final ive screened print mud sand original title hobo type font report laurel role actually cried rhubarb vaseline e agree vaselino funnier laurel copy elaborate sideburn valentino wore blood sand shouldve made longer there parody valentinos dressing scene movie made female moviegoer swoon señorita named carmen original film parodied caramel girl id like sink teeth intobr br movie like original apparently take place spain yet there prohibition gag laurel us distinctive hattipping gesture could become trademark like hardy distinctive necktie twiddle ive never spotted laurel film there amusing dialogue rhubarb vaseline tell matador save bull vaseline becomes successful toreador lackey tell bull without sir funny disappointed laurel didnt reply without whatbr br there one funny moment almost certainly wasnt planned vaseline show bullfighter audition laurel swagger bullring say corrida querida toss bull fence land thump near auditioners bull obviously fake gag funny anyway aye there title card joke throwing bull serendipitous moment occurs laurel repeat gag vaseline sling second bull fence one land butt balance upright instant toppling funny somebody planned gag quickie comedy salute unknown gagsmith tech man rigged bull land position likely happened luck director editor smart enough keep inbr br silent era whenever hollywood made bigbudget feature film set anyplace people dont speak english common cinematic device show piece text inscription local lingo dissolve shot text english surprised lowbudget comedy spent money copy device see noticeboard outside corrida message spanish dissolve text english unfortunately photography cheapo movie dark effect wastedbr br actress movie attractive including broncho billy wife leona anderson stan laurel commonlaw wife mae dahlberg latter briefly pretty dance mae danced stans vaudeville act surprised spot charlie chaplin halfbrother wheeler dryden brief role since chaplin nothing movie mud sand laurel give funny performance thats quite unlike later familiar stanley character film much less funny brilliant work oliver hardy rating trivia note twentythree year later stan laurel last american film bullfighter played spanish bullfighter spanish voice postdubbed coincidentally film used stock footage blood sand valentinos movie tyrone power remake mud sand funnier bullfighter much,0
quentin tarantino partner crime roger avary cowriter pulp fiction venture qt go exec prod time overboiled french thrillerbr br eric stoltz zed safe cracker extraordinaire drifted france u request old friend team motley crew drugged hippy little planning think knock bank vault full gold bullion french national holidaybr br avary reworked robbery gone wrong theme tarantino developed well reservoir dog killing zoe good enough survive strength alone avary thrown rather beautiful distraction julie delpy zoe student come call girl entertains zed arrival paris stunning distraction certainly nothing morebr br guess director wanted add different angle basic theme sadly move help add depth shallow plot desperately needed never story idea nothing idea even surreal journey seedy dive paris uninspiring figure one would concede never much movie story bunch gangster shooting botched jewellery heist either add intricate character snappy dialogue reservoir dog killing zoe notbr br stoltzs strong interpretation doubtful zed jean hughesanglades mad portrayal obsessive ring leader nothing lift proceeding short avary unsuccessfully attempted conjure entertainment nothingbr br friday september astor theatre,0
word fail mebr br isnt commonbr br done properly could great funny spoof bmovie scifi sadly rarely field drama many competent actor struggled vainly dogsbreakfast script endorse previous reviewer comment go clean bathroom fact anything except watch filmbr br positive lucy beemans nose negative everything elsebr br apposite line isnt going anywherebr br every plastic surgeon could meet fate,0
never seen movie annoyed much movie stupid people stupid terrible thing funny movie must say plot line awful patience watch saw half enough character inspired terribly annoying movie goofy guy trying hook tyrannous boss daughter finally manages talk asks go night home watch father owl think invited go party home pm get disappointed finding take care owl boyfriend father leaf home leaving precise order taking care house beloved bird appears secretary renegaded son sort funny stuff happens house finally hook boss daughter trust movie terrible,0
reviewed video local magazine called greatest achievement history american cinema wholly tongue cheek twtl remains milius best work sad little opportunity work anymore however twtl remains striking exposition known american character largely strength brian keiths superb portrayal teddy r obviously miliusand keithadmired tr tremendously make two film including rough rider hard fault film level splendid balance action levity relationship serious topic america coming age world furthermore twtl exceptional appeal across board note stats showing rate best male female clearly candy bergen struck responsive chord woman well men,1
well much really say really good good job softley directing movie good cast acting movie plot also believable hehe good good main word case hope would kind scifi movie thats one pointed crowd give,1
movie allactioncomedyheroicsand best finest actorsgunga din remain classic enjoyed like good moviesexcellent picturei collection,1
two hand highly enjoyable aussie crime caper ultimately succeeds way film easily combine tense dramatic moment funny character situation give film right balance feel comedy film occurs naturally laugh havent set elaborately havent worked really funny thanks fact character movie excellently cast actoractress recognises relate aussie humor portray well realistically course theyre helped immensely fantastic script writerdirector gregor jordan reading another review film american seen heavily criticised basically passing pulp fiction clone think thats rubbish film isnt trying pulp fiction feel style excellent film totally opposite without wanting sound superior arrogant think fully understand film humor sincerity character etcyou australian least understand culture guy obviously didnt faintest clue american whose review certain nonamerican film seem ignorant trouble comprehending anything isnt american product real shame really great film love story featured main character girl also portrayed real sincere sweet way im proud film collection,1
rap book movie based one difficult book ive ever read yet could put raunchy crude foul lewdyou name also best characterization novel ive ever readbr br well flickit deplorable mean tim mcintire wasco wasco baddest muthatalking bout wascomcintire wasco like casting tim conway charles mansonbr br happened main character book little arv doesnt even exist moviefast walking main dude book even name credit thing rap none spirit atmosphere nastiness drama book captured moviebr br disappointment total waste time celluloid,0
wish show would come back television greatest show ever make episode episode course would confusing wish would come back make episode please come back show absolutely hilarious couldnt laugh without seeing episode really funny part every episode plus show much better hyde jackie going best episode show best always best show ever really sad show ended make new episode,1
movie entertainment imagine friend love spending time one know inside becoming bit silly perhaps taking character two thats film inventive script brilliantly performed pleasing mass one fun bunch brilliantly talented people im sure thought signed br br review sound completely unfair think person wrote wrong frame mind watched film lighthearted moment great dignity care lookbr br job well done thought great film id watch north american norm daybr br nutshell best film youre ever going see hell lot moment havent laughed long age,1
yes movie hilarious acting top notch whole cast except shelley winter german accent wasnt great doesnt matter hardly film youre fan beware two main star film laurence harvey julie harris film id see miss harris east eden james dean audio tape glass menagerie stage monty clift jessica tandy wasnt sure shed role boy impress hammy love ham mr harvey tickled fancy full time laurence harvey fan hair cackle omg almost like burt lancaster crazy messy look doesnt get better young innocent film see definitely top ten glad found copy mine unfortunately movie print hard find video br br btw watch hospital hotel room scene one best part mr harvey convinced he ill he trying get knee kick know doctor little rubber hammer well leg kick kick table squeal check look face innocent cant describe people say couldnt act well cockamamie comment see film see great actor really youll bowled arent im afraid nothing youre hopeless,1
saw australian film year ago never forgotten movie show horror war way hollywood usually gloss relationship soldier two warring country highlighted difference culture ultimate knowledge end really different inside find type copy thisbuy rent wont disappointed awed,1
sleepless night switching channel found embarrassment movie thinkingbr br life remote control kari wuhrer salin wonder shes gone nowherebr br david keith take role patheticbr br anyway turned movie near end didnt get much plot mustve best part nerdy college kid brings home dominatrixish girlthis scene straight comic book cheap porn movie call mother anal retentive kiss father oh didnt expect tongue great linesbr br see endedbr br well course bitch hell helluva past swat team upstairs yesthey surround yes yes kid blow brain ahahhahahahabr br mustsee tv br br,0
moonwalker probably film watch youre michael jackson fan im big fan enjoyed majority film ending wasnt fantastic first minute youre fanbr br personally believe first minute rewatchable many time dancing video breathtaking music fantastic listen dialogue entertainingbr br includes many finest video bad snippet earlier video also includes live concert footagebr br youre big fan michael jackson must youre fandont like michael jackson steer well clearbr br,1
secret service agent jay killion charles bronson assigned protect presidentelects wife new first lady jill ireland difficult woman killion hand full victim numerous assassination attempt directed president chief staff want first lady dead movie insult intelligence story line also lack realistic location example scene depicting inaugural parade first lady roll royce convertible agent killion without president also know washington dc like weather wise january everybody top coat less even see palm tree degree sunny weather obviously filmed hollywood washington dc movie joke worth time,0
mainly juon boast outrageous forty minute worth material literally taken straight first juon consider sequel run minute leaf original minute worth film hohum found deeply irritating viewer simply wouldnt remember stuff mention dull watch againbr br ok complaint aside byline juon supposed explain lot unanswered question first movie frankly minute simply doesnt go far enough making kind sense original highly convoluted storylinebr br however really nice new horror sequence show good film might time develop question raised original answeredbr br conclusion loved first original movie want see development story go remember keep remote control hand finger fastforward button forty minute,0
never impressed night gallery one episode stand outbr br tv network executive audition odd act young nerdy boy proceeds make prognostication exec dismisses whole thing flaky waste time prediction come true next morningbr br first seemed parlor act becomes hit show kid prediction prove consistently accuratebr br one day refuse show facing imminent showtime everyones wit end even threatening legal action doesnt fulfill contract make daily predictionsbr br young boy relents foretells seemingly utopian tomorrowbr br show befuddled executive asks explanation learn complete truth terrifying reveal,1
back really lengthy vacation around fourth july something like day row two week paid vacation weekend holiday stayed town time hanging parent house lotbr br didnt tv apartment used watch parent tube finished watching segment x file program came called personal fx hooked instantly always fascinated item home come parent family home inheritance relative estate often wondered history value etcbr br long vacation used go folk house lunchhours catch personal fxbr br remember one episode cohost claire carter announced new york apartment series filmed renovated said renovation complete personl fx would return airbr br never personal fx first best collectible show vanished air almost fifteen year later im still sorebr br way go fx,1
watching movie think last year must say never felt bad felt watching extra large bore movie bad bad song song nobody watch movie director shown german speaking english rubbish german speak english one scene white girl asked himesh autograph obv must gave money promo shown prepare laughing riot could say one scene himesh laughing reason may think he funny hansika good like angel young yr old plenty time dont know watch movie else waste money,0
even though first film broken lizard group last one saw mildly enjoyed super trooper managed sit crap club dred beerfest surprised hear earlier film didnt sit high hope hoping funny campus romp friend asked keep mind younger obviously first foray film still disappointed taking away acting comedy skill bl guy ok whole film tiresome clichéd frankly boring actor film really poor acting rugby game didnt even resemble rugby poor showing improved drastically super trooper declined since let hope get back form super trooper,0
really disappointed movie great actor potentially great plot seemed limp alongbr br charlize theron masterful role beautiful seemed like onscreen work car chase done austin mini product placement gone wrong wrongbr br direction seemed edward norton bad guy obvious right start every time camera would pas would linger long norton would grimace something cmon hollywood give u little credit okay surprise u plot twist without telegraph itbr br sorry movie average always one appreciate work talent go movie one didnt,0
watching half movie noticed something peculiar found constantly switching tvchannels see else exactly good movie traitbr br movie listed number genre must say mostly failed misserably every one movie switched watch old rerun instead bottom line whole movie felt one making didnt exactly know make ended concoction discernable taste,0
writerdirector peter greenaway cement title high lord art house pretension latest exercise obnoxious selfindulgence ½ woman film follows wealthy englishman son mutual quest sexual satisfaction lure blackmail woman guess many joining personal collection concubinesbr br think possible way premise could offensive chance greenaways done female character little catalogue fetish two protagonist partake there kabukiobsessed mio everpregnant giaconda beryl who got thing farm animal giulietta leg us wheelchair shes half woman get greenaway vehemently denies accusation misogyny isnt isbr br film go eroticize anything everything japan continuation theme snoreworthy less sexist film pillow book pillow book erotic graceful ½ woman get horny exploitative greenaways work tasteless arrogant fetishism person likely enjoy watching auteur,0
start guy indian pot he cleaning suddenly skeletor attack hit woman neck axe fall get apparently uninjured run wood turn there basement shopping center wood meet utility worker skeletor attack luckily like good utility worker he got gun shoot guy doesnt work everything start firebr br cut people walking wood even though theyve hiking together time sit introduce wouldnt probably done first met anyhow theyre undercover delta team member undercover suppose way dont pay dress uniform cute girl various thing sniper school instructor oh cant remember rest doesnt matter eventually take gun immediately start aiming various thing anyhow meet old indian sitting wood want bean know like pork bean mumble stuff assume premise movie relied heard premise commercial cant really understand anything saysbr br walk around wood dialogue load quasimilitary macho b mean every single word like reminds kabul reminds lao skeletor attack let give rundown basic attack one female character crouched behind tree aim gun approaching guy horse reason doesnt fire yell several time someone else skeletor approach jump behind tree skeletor stick spear everybody start shooting bullet cause spark fly tree apparently folk made movie never shot tree bullet dont make sparksbr br casper van diem sudden driving semitruck trying run skeletor miss truck slide stop van diem injured apparently slid across seat bumped hip window crank something crawl truck explodes later he wood dying everybody say bunch quasimilitary macho b meet couple guy wood blow undercover status immediately identifying army beat guy reason go awaybr br stuff happens people mumble camera shake etcbr br think come end eventuallybr br theory scifi channel getting little annoyed everyone bashing movie put remind u bad movie really like think movie bad well havent seen bad here bad okay weve got way rest movie pretty good comparison rightbr br well theory,0
um serious film troubled teen singapore country much knowledge previous wrong impression kid highly disciplined controlled family government well guess wrong like city country also troubled teen also lead surprising rebellious way life drug fight bad language many obvious sign bad boy surprising part film isnt really kid running around causing others trouble rather subtle gayness hidden behind call loyalty bond brother may well originated unconscious gay tendency inside boy though isnt uncommon str guy close friendship watch film closely entering sort gay film festival would surprised may win lot award toward direction,1
caution several spoilersbr br someday somewhere there going postapocalyptic movie made doesnt stink unfortunately postman movie though give credit tryingbr br kevin costner play somebody credited postman he actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists selfdeclared warlord west descend upon village costners visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costners spirit escape thus ending lengthy section movie could told better threeminute flashbackbr br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnistsbr br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche oneonone brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental valuebr br postman one predictable movie shot shot ever seen dont purposely try ruin movie straining figure whats going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir cant take wife bethlehem run unsuspecting sod though person theater unsuspectingbr br rank cloying sentimentality really undoes postman olivia williams playing costners lover abby worst served pours heart material give best effort make sound natural sincere try hard heartbreaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter didnt costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring thembr br schmaltz predictability unite end statue postman revealed sat thinking please dont tell theyre going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throatbr br gen bethlehem humanized villain normal standardissue postapocalyptic villain meanest toughest sob valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain arent unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second handtohand combat bethlehem actual fighting skill shown end movie absolutely ludicrousbr br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save filmbr br rating,0
routine suspense yarn sociopath dillon give sperm clinic human reproduction start harrass life woman antony husband mancuso extremely predictable farfetched undecided tone way dont lose time onemake baby instead,0
based one book gabriel marquez might brilliant literature cinemaadaption really suck like fighting sleep rather enjoying cinematographic delices story old couple whose son died living life heavily dominated poverty wherein main character cock hopefully one day brings money forthcoming cockfight mood spill word useless pretentious piece perhaps see salma hayek sitting minute front screen gracias,0
okay grew havent loved doctor since tom baker christopher eccleston made love ill furious forever leaving br br writing grand acting superb directing dreadful old day fantastic skeptical programme watched merely forced huge fan love ringtone dalek screaming exterminate br br thing love new programme people actually notice rose billie piper disappears planet old show assistant would drop come home like nothing happened one noticed chris ecclestons doc love rose romantic debated doubt love care companion hed destroy world save old show lacking often doctor wouldnt care never saw assistant talk think like real people rose shown something outlandish new alien act like real person would gobsmacked never liked assistant old show never saw anything alien would fit right adapt instantly want see surprise rose face see plastic dummy come life give br br thing dont like series nearly everything happens earth london cardiff sort hoping offworld sort show eccleston left quickly really made show brilliant br br let thing go far enjoy series ever expected dont mind stuff set earth br br dont take show seriously fun smart entertaining superserious heavy duty show pure fun pure british cant get enough watch open mind put brain neutral enjoybr br p dont watch series later series brilliant first episode series good dont watch get love monster utter rubbish completely destroys show,1
plot film contains hole could drive massive truck reckon isnt always top priority horror two elderly sister rural england keep brother cellar since year escaped started killing spree focusing military homed nearby thought best keep repeating strangely army officer love woman dont doubt sincerity even though men died dont know whether find revelation near end suspenseful tedious way film reminded arsenic old lace blackcomedy classic two halfinsane sibling mother goofy younger brother well yet killing old lady beast cellar mean less crazy though horror early film amateurish cheap neat attempt build tension many oldladies talk good ol day though rarely something seek horror film appealing title flora robson may recognized classic film buff play one sister gave image queen england legendary errol flynn swashbuckler film sea hawk,0
main reason see film warren william top form shyster campaign manager electric constantly finding way fool public defeat opposing party midst biggest disaster william great actor feel never got due bette davis girlfriend also shine underwritten role personally found guy kibbee quite right lamebrained candidate william others trying foist public seemed like empty canvas person would preferred see real character emerge rather noncharacter story implausible silly clichéd warren william bette davis well worth watching,1
earth become dear ramu man made sarkar satya comapny refuse believe aag ramus ambitious project clearly jumped high cliff ascended giving industry greatest work time movie made fall like brick cringing leave theater forced sit wouldnt able take car parking lot others also left else nothing would made sit beyond intervalbr br movie nowhere close sholay doesnt even come near within mile believe ramu surely love godfather sholay since sarkar classic piece work read ramus interview couple day back interviewer said ramu doesnt sleep hour day stretch completely agree lack sleep probably taken toll moviebr br power performance amitabh bachchan doesnt even look scary looked terrifying poster wallpaper saw earlier ramus favorite nisha kothari fantastic job sarkar didnt many dialog fact none remember clearly opened mouth movie found place history new guy playing jais role seems brash look didnt manage jais role cant go im sorry pain big manage right nowbr br promised throughout movie watch original sholay see still therebr br bottom line horrible movie medium critic going cook ramus goose remind reader one biggest ramu fan even cant spare act,0
film worthwhile despite may hear performance marie dressler hope spelling right drunken old sot reason enough see film amazing performance drunken stupor three scene good long never thing twice actually smell alcohol done amazing greta course speaks first line film shes great eugene oneill story solid like oneill story deep intense light entertainment appreciate great character actor like film technically fuzzy worthwhile,1
one considers carson mccullers one foremost literary figure th century seems need great lack talent able ruin one story movie show done actor ingratiate way becoming director wooden unatmospheric unsympathetic totally sync poetic compassion mccullers writing jaw dropped horror disbelief mishmash movie could ever found finance backer redeeming feature moderately good acting although said vanessa redgrave seems permanently render much performance whatever character play good cinematography place otherwise bitter bitter disappointment could indeed contemporary masterpiece simon callow hang head shame stick acting,0
